PID,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Utilities,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remodeled,Exter Qual,Exter Cond,Bsmt Unf Sqft,Total Bsmnt Sqft,Central Air,Living Area Sqft,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom,Kitchen,Total Rooms,Garage Type,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Date Sold,SalePrice
906340100,RL,84,10933,Pave,,AllPub,CollgCr,1Fam,1Story,9,5,2009,2009,Ex,TA,534.0,1555.0,Y,1680,1.0,0.0,1,1,1,1,8,Attchd,2009.0,3.0,1138.0,TA,TA,Y,,07-2009,323262.0
535151160,RL,70,7763,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1962,1980,TA,Gd,319.0,931.0,Y,1283,1.0,0.0,1,0,3,1,6,Detchd,1980.0,2.0,506.0,TA,TA,Y,,10-2008,140000.0
908227040,RL,58,8410,Pave,,AllPub,Edwards,1Fam,1.5Fin,5,3,1910,1996,TA,Fa,658.0,658.0,Y,1184,0.0,0.0,1,0,5,1,8,,,0.0,0.0,,,N,,05-2006,81000.0
528250100,RL,-1,7750,Pave,,AllPub,Gilbert,1Fam,SLvl,7,5,2000,2000,TA,TA,134.0,384.0,Y,1430,0.0,0.0,2,1,3,1,7,BuiltIn,2000.0,2.0,400.0,TA,TA,Y,,04-2010,180000.0
906380200,RL,64,6762,Pave,,AllPub,CollgCr,1Fam,1Story,7,5,2007,2007,Gd,TA,544.0,1208.0,Y,1208,1.0,0.0,2,0,2,1,6,Attchd,2007.0,2.0,628.0,TA,TA,Y,,09-2007,195400.0
907201230,RL,42,10385,Pave,,AllPub,CollgCr,1Fam,SLvl,6,6,1978,1978,TA,TA,0.0,995.0,Y,1282,0.0,1.0,2,0,3,1,6,Detchd,1989.0,3.0,672.0,Fa,TA,Y,,04-2006,174000.0
905475510,RL,-1,11200,Pave,,AllPub,Edwards,1Fam,1Story,5,3,1964,1964,TA,Fa,1250.0,1250.0,Y,1298,0.0,0.0,2,0,3,1,5,Detchd,1964.0,2.0,504.0,TA,Fa,N,,06-2010,114000.0
527451330,RM,21,1680,Pave,,AllPub,BrDale,Twnhs,2Story,5,5,1971,1971,TA,TA,225.0,525.0,yes,1092,0.0,0.0,1,1,3,1,6,Detchd,1997.0,1.0,320.0,TA,TA,Y,,03-2010,105500.0
903206120,RL,-1,7793,Pave,,AllPub,BrkSide,1Fam,2.5Unf,7,7,1922,2005,TA,TA,634.0,1108.0,N,2068,0.0,0.0,1,1,3,1,8,Detchd,1928.0,1.0,315.0,TA,TA,Y,,05-2010,209500.0
535427070,RL,313,27650,Pave,,AllPub,NAmes,1Fam,1Story,7,7,1960,2007,TA,TA,160.0,585.0,Y,2069,1.0,0.0,2,0,4,1,9,Attchd,1960.0,2.0,505.0,TA,TA,Y,,11-2008,242000.0
535425080,RL,-1,18275,Pave,,AllPub,NAmes,1Fam,2Story,7,8,1962,1998,TA,TA,802.0,1438.0,Y,2448,1.0,0.0,3,0,3,1,9,Attchd,1962.0,2.0,441.0,TA,TA,Y,,09-2006,277500.0
528228565,RL,43,3013,Pave,,AllPub,Blmngtn,TwnhsE,1Story,7,5,2005,2005,Gd,TA,1346.0,1362.0,Y,1506,0.0,0.0,2,0,2,1,6,Attchd,2005.0,2.0,440.0,TA,TA,Y,,04-2006,213490.0
904350045,RL,65,6001,Pave,,AllPub,SWISU,1Fam,1.5Fin,6,5,1940,1950,TA,TA,232.0,600.0,N,919,0.0,0.0,1,0,3,1,5,Detchd,1940.0,1.0,231.0,TA,TA,Y,MnPrv,03-2010,95000.0
527328050,RL,79,11850,Pave,,AllPub,NWAmes,1Fam,1Story,6,6,1984,1984,TA,TA,372.0,1153.0,Y,1177,0.0,0.0,2,0,3,1,6,Attchd,1984.0,2.0,495.0,TA,TA,Y,MnPrv,08-2007,151500.0
914476020,RL,75,10125,Pave,,AllPub,Mitchel,Duplex,1.5Fin,5,5,1977,1977,TA,TA,0.0,0.0,Y,1734,0.0,0.0,2,0,4,2,8,Attchd,1977.0,2.0,539.0,TA,TA,Y,,08-2009,126000.0
909426090,RL,78,15600,Pave,,AllPub,Crawfor,1Fam,1.5Fin,5,7,1949,2005,TA,TA,248.0,1067.0,N,1523,1.0,0.0,2,0,3,1,7,Attchd,1949.0,1.0,295.0,TA,TA,Y,,10-2009,158000.0
907181140,RL,68,9179,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,1999,1999,Gd,TA,240.0,873.0,Y,1790,1.0,0.0,2,1,3,1,7,Attchd,1999.0,2.0,588.0,TA,TA,Y,,06-2008,193000.0
528180120,RL,44,7390,Pave,,AllPub,NridgHt,TwnhsE,1Story,9,5,2008,2009,Ex,TA,1084.0,1884.0,Y,1884,1.0,0.0,2,0,2,1,6,Attchd,2008.0,2.0,649.0,TA,TA,Y,,05-2009,320000.0
528228465,RL,43,3182,Pave,,AllPub,Blmngtn,1Fam,1Story,7,5,2007,2007,Gd,TA,1266.0,1266.0,Y,1266,0.0,0.0,2,0,2,1,6,Attchd,2007.0,2.0,388.0,TA,TA,Y,,03-2008,159895.0
528431020,RL,86,11194,Pave,,AllPub,Somerst,1Fam,1Story,8,5,2008,2008,Gd,TA,1696.0,1696.0,Y,1696,0.0,0.0,2,0,3,1,7,Attchd,2008.0,3.0,972.0,TA,TA,Y,,09-2009,275000.0
535353050,RL,75,9532,Pave,,AllPub,NAmes,1Fam,1Story,4,6,1953,1953,TA,TA,156.0,1105.0,Y,1647,1.0,0.0,1,0,3,1,6,Attchd,1953.0,1.0,280.0,TA,TA,Y,GdPrv,02-2007,153000.0
533242090,FV,-1,8010,Pave,Pave,AllPub,Somerst,1Fam,2Story,8,5,2003,2004,Gd,TA,90.0,1054.0,Y,2048,1.0,0.0,2,1,3,1,8,Detchd,2003.0,2.0,552.0,TA,TA,Y,,08-2007,301000.0
907227080,RL,60,7200,Pave,,AllPub,CollgCr,1Fam,1Story,5,5,1972,1972,TA,TA,117.0,894.0,Y,894,0.0,0.0,1,0,2,1,6,Detchd,1985.0,2.0,600.0,TA,TA,Y,,09-2009,123000.0
909101100,RL,45,8212,Pave,Grvl,AllPub,Edwards,1Fam,1.5Fin,5,6,1941,1950,TA,TA,94.0,720.0,Y,1298,0.0,0.0,1,0,3,1,6,Detchd,1940.0,1.0,256.0,TA,TA,Y,,09-2009,122000.0
916382100,RL,113,13438,Pave,,AllPub,Timber,1Fam,1Story,9,5,2008,2008,Ex,TA,432.0,2190.0,Y,2036,1.0,0.0,2,0,3,1,9,Attchd,2008.0,3.0,780.0,TA,TA,Y,,07-2009,410000.0
535152070,RL,70,8163,Pave,,AllPub,NAmes,1Fam,SLvl,5,6,1959,1959,TA,Gd,102.0,1144.0,Y,1144,1.0,0.0,1,0,3,1,6,Attchd,1959.0,1.0,796.0,TA,TA,Y,,03-2006,143000.0
905452040,RL,50,9350,Pave,,AllPub,Edwards,1Fam,2Story,6,7,1946,1950,TA,TA,405.0,747.0,Y,1639,0.0,0.0,1,1,3,1,6,Detchd,1946.0,1.0,240.0,TA,TA,Y,,07-2009,154400.0
535354260,RL,-1,12099,Pave,,AllPub,NAmes,1Fam,1.5Fin,5,6,1953,2004,TA,TA,1018.0,1216.0,Y,1728,1.0,0.0,1,0,3,1,7,Attchd,1953.0,1.0,371.0,TA,TA,Y,GdWo,06-2007,156000.0
527183060,RL,65,5950,Pave,,AllPub,StoneBr,TwnhsE,1Story,8,5,1989,1989,Gd,TA,1018.0,1337.0,Y,1337,1.0,0.0,2,0,2,1,5,Attchd,1989.0,2.0,462.0,TA,TA,Y,,04-2008,188500.0
526302030,RL,-1,11027,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1954,1954,TA,TA,171.0,1178.0,Y,1293,1.0,0.0,2,0,2,1,5,Attchd,1954.0,2.0,452.0,TA,TA,Y,,05-2006,149900.0
535304020,RL,66,12778,Pave,,AllPub,NAmes,1Fam,1Story,5,6,1952,2003,TA,TA,350.0,1008.0,Y,1008,1.0,0.0,1,0,2,1,4,Attchd,1952.0,1.0,280.0,TA,TA,Y,MnPrv,01-2006,139500.0
914476050,RL,78,10530,Pave,,AllPub,Mitchel,Duplex,SFoyer,6,5,1977,1977,TA,TA,0.0,975.0,Y,1004,1.0,0.0,1,0,2,1,4,Attchd,1977.0,2.0,504.0,TA,TA,Y,,05-2006,135000.0
527140090,RL,41,5395,Pave,,AllPub,StoneBr,TwnhsE,1Story,8,5,1993,1993,Gd,TA,604.0,1337.0,Y,1337,1.0,0.0,2,0,2,1,5,Attchd,1993.0,2.0,462.0,TA,TA,Y,,10-2008,180000.0
903233030,RM,51,6120,Pave,,AllPub,BrkSide,1Fam,1.5Fin,5,6,1926,1950,TA,TA,405.0,756.0,Y,1281,1.0,0.0,1,0,2,1,6,Detchd,1926.0,2.0,379.0,TA,TA,Y,,08-2007,132500.0
534177230,RL,70,8400,Pave,,AllPub,NWAmes,1Fam,2Story,8,6,2001,2001,Gd,TA,167.0,810.0,Y,1665,1.0,0.0,2,1,3,1,6,Attchd,2001.0,2.0,528.0,TA,TA,Y,,11-2009,227000.0
534425080,RL,-1,14585,Pave,,AllPub,NAmes,1Fam,1Story,6,6,1960,1987,TA,TA,331.0,1144.0,Y,1429,0.0,1.0,1,0,3,1,7,Attchd,1960.0,2.0,572.0,TA,TA,Y,,06-2007,181900.0
911202100,C (all),66,8712,Pave,Pave,AllPub,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,TA,TA,859.0,859.0,Y,1178,0.0,0.0,1,0,2,1,7,Detchd,1964.0,1.0,384.0,TA,TA,N,,01-2010,102776.0
531451280,RL,70,11218,Pave,,AllPub,SawyerW,1Fam,2Story,6,5,1992,1992,Gd,TA,1055.0,1055.0,Y,1845,0.0,0.0,2,1,3,1,8,Attchd,1992.0,2.0,462.0,TA,TA,Y,GdPrv,05-2010,189000.0
905225080,RL,81,15593,Pave,,AllPub,ClearCr,1Fam,1.5Fin,7,4,1953,1953,Gd,TA,701.0,1304.0,Y,2287,0.0,0.0,2,0,3,1,7,Attchd,1953.0,2.0,667.0,TA,TA,Y,,07-2006,225000.0
905105170,RL,-1,8398,Pave,,AllPub,Sawyer,1Fam,1Story,5,5,1967,1967,TA,Gd,300.0,943.0,Y,943,1.0,0.0,1,0,2,1,5,Detchd,1972.0,2.0,528.0,TA,TA,Y,,06-2007,134500.0
528231050,RL,60,21930,Pave,,AllPub,Gilbert,1Fam,2Story,5,5,2005,2005,Gd,TA,732.0,732.0,Y,1838,0.0,0.0,2,1,4,1,7,BuiltIn,2005.0,2.0,372.0,TA,TA,Y,,07-2006,192140.0
534477030,RL,89,10680,Pave,,AllPub,NAmes,1Fam,1Story,5,3,1951,1951,TA,TA,1380.0,2136.0,N,2136,0.0,0.0,2,0,4,1,7,Detchd,1951.0,2.0,528.0,TA,TA,Y,MnPrv,10-2006,137900.0
905351045,RL,-1,1700,Pave,,AllPub,ClearCr,Twnhs,1.5Fin,7,5,1980,1981,Gd,TA,33.0,430.0,Y,1700,1.0,0.0,2,1,2,1,7,Basment,1980.0,1.0,450.0,Gd,TA,Y,,04-2006,148400.0
534202160,RL,80,9600,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1966,1966,TA,TA,534.0,1232.0,Y,1232,1.0,0.0,1,1,3,1,6,Attchd,1966.0,2.0,490.0,TA,TA,Y,,04-2010,142250.0
535176050,RL,80,11600,Pave,,AllPub,NAmes,1Fam,1Story,6,5,1960,1960,TA,TA,818.0,1383.0,Y,1383,0.0,0.0,1,1,3,1,7,Attchd,1960.0,1.0,292.0,TA,TA,Y,,04-2006,145250.0
533215080,FV,50,5119,Pave,,AllPub,Somerst,TwnhsE,1Story,9,5,1999,2000,Gd,TA,460.0,1698.0,Y,1709,1.0,0.0,2,0,2,1,5,Attchd,1999.0,2.0,506.0,TA,TA,Y,,01-2008,328900.0
535178040,RL,70,8750,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1956,1956,TA,TA,565.0,1202.0,Y,1202,0.0,1.0,1,0,3,1,6,Attchd,1956.0,1.0,304.0,TA,TA,Y,GdWo,11-2009,120000.0
907420060,RL,64,8333,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,2006,2006,Gd,TA,738.0,738.0,Y,1491,0.0,0.0,2,1,3,1,7,Attchd,2006.0,2.0,484.0,TA,TA,Y,,05-2007,168675.0
535477150,RL,60,6600,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1962,1962,TA,TA,894.0,894.0,N,894,0.0,0.0,1,0,2,1,5,Detchd,1962.0,1.0,308.0,TA,TA,Y,,08-2009,109500.0
531375050,RL,63,13072,Pave,,AllPub,SawyerW,1Fam,1Story,6,5,2005,2006,TA,TA,1095.0,1175.0,Y,1175,1.0,0.0,1,0,3,1,6,,,0.0,0.0,,,Y,,06-2008,146000.0
535305180,RL,66,8923,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1953,2006,TA,TA,365.0,1008.0,Y,1008,1.0,0.0,1,0,2,1,6,Attchd,1953.0,1.0,240.0,TA,TA,Y,,05-2007,134500.0
528480170,FV,65,8125,Pave,,AllPub,Somerst,1Fam,1Story,8,5,2008,2009,Gd,TA,1836.0,1836.0,Y,1836,0.0,0.0,2,0,3,1,8,Attchd,2009.0,2.0,517.0,TA,TA,Y,,10-2009,264500.0
533212150,FV,34,3604,Pave,Pave,AllPub,Somerst,TwnhsE,2Story,7,5,2007,2007,Gd,TA,689.0,689.0,Y,1392,0.0,0.0,2,0,2,1,5,Detchd,2007.0,2.0,540.0,TA,TA,Y,,02-2008,146000.0
902100030,RM,30,5232,Pave,Grvl,AllPub,OldTown,1Fam,1Story,5,5,1925,2004,TA,TA,680.0,680.0,N,764,0.0,0.0,1,0,2,1,4,Detchd,1965.0,2.0,504.0,TA,TA,N,,06-2008,73000.0
905101200,RL,61,7943,Pave,,AllPub,Sawyer,1Fam,1Story,4,5,1961,1961,TA,Fa,126.0,1029.0,Y,1029,1.0,0.0,1,0,3,1,5,Attchd,1961.0,1.0,261.0,TA,TA,Y,,04-2007,118500.0
535451190,RL,60,7200,Pave,,AllPub,NAmes,1Fam,1Story,5,7,1950,1950,TA,TA,0.0,0.0,Y,1040,0.0,0.0,1,0,2,1,5,Detchd,1950.0,2.0,625.0,TA,TA,Y,,06-2006,109500.0
906200230,RL,104,23920,Pave,,AllPub,SawyerW,1Fam,1.5Fin,6,5,1984,1984,TA,TA,1105.0,1105.0,Y,1822,0.0,0.0,2,0,4,1,7,Attchd,1984.0,2.0,515.0,TA,TA,P,,04-2007,228500.0
535378020,RL,52,9022,Pave,,AllPub,OldTown,1Fam,1Story,5,8,1924,2006,Gd,TA,768.0,768.0,Y,792,0.0,0.0,1,0,2,1,5,Detchd,1924.0,1.0,240.0,Fa,Fa,N,,05-2009,109500.0
528221070,RL,122,11911,Pave,,AllPub,Gilbert,1Fam,2Story,6,5,2005,2005,Gd,TA,684.0,684.0,Y,1560,0.0,0.0,2,1,3,1,6,BuiltIn,2005.0,2.0,400.0,TA,TA,Y,,03-2009,174000.0
528235180,RL,59,9587,Pave,,AllPub,Gilbert,1Fam,SLvl,7,5,2005,2005,Gd,TA,201.0,856.0,Y,1166,1.0,0.0,2,0,2,1,5,Attchd,2005.0,2.0,400.0,TA,TA,Y,,07-2008,190000.0
909251090,RL,79,11526,Pave,,AllPub,Crawfor,1Fam,2.5Fin,6,7,1922,1994,TA,TA,588.0,588.0,Y,2555,0.0,0.0,2,0,3,1,11,Detchd,1993.0,2.0,672.0,TA,TA,Y,,09-2008,191000.0
535477180,RL,60,6600,Pave,,AllPub,NAmes,1Fam,1Story,5,5,1962,1962,TA,TA,312.0,864.0,Y,864,0.0,0.0,1,0,2,1,5,Detchd,1962.0,1.0,294.0,TA,TA,Y,,12-2007,125500.0
531450120,RL,70,7703,Pave,,AllPub,SawyerW,1Fam,2Story,6,6,1992,1992,Gd,Gd,400.0,816.0,Y,1730,0.0,0.0,2,1,3,1,6,Attchd,1992.0,2.0,528.0,TA,TA,Y,,11-2009,171500.0
916455170,RL,80,11316,Pave,,AllPub,Timber,1Fam,2Story,7,5,2002,2003,Gd,TA,193.0,817.0,Y,1894,1.0,0.0,2,1,4,1,8,BuiltIn,2002.0,2.0,510.0,TA,TA,Y,,02-2010,214900.0
905102010,RL,65,14149,Pave,,AllPub,Sawyer,1Fam,SLvl,5,8,1964,2001,Gd,Gd,190.0,980.0,Y,1020,0.0,1.0,2,0,3,1,5,Detchd,1970.0,2.0,528.0,TA,TA,Y,,05-2007,165000.0
902206090,RM,56,9576,Pave,,AllPub,OldTown,1Fam,1.5Fin,6,7,1945,1950,TA,TA,460.0,770.0,Y,1182,0.0,0.0,1,1,3,1,5,Detchd,1945.0,1.0,378.0,Fa,TA,Y,GdWo,05-2006,120000.0
907131090,RL,43,10667,Pave,,AllPub,CollgCr,1Fam,2Story,7,6,1996,1996,Gd,TA,70.0,799.0,Y,1661,1.0,0.0,2,1,3,1,6,Attchd,1996.0,2.0,550.0,TA,TA,Y,,04-2009,212000.0
532378200,RL,65,6768,Pave,,AllPub,Sawyer,1Fam,1Story,6,8,1961,1996,TA,Gd,80.0,912.0,Y,912,1.0,1.0,1,0,3,1,5,Detchd,1962.0,1.0,288.0,TA,TA,Y,GdPrv,05-2008,142000.0
916475020,RL,85,14536,Pave,,AllPub,Timber,1Fam,1Story,8,5,2002,2003,Gd,TA,316.0,1616.0,Y,1629,1.0,0.0,2,0,3,1,9,Attchd,2002.0,3.0,808.0,TA,TA,Y,,11-2007,270000.0
527163040,RL,59,7837,Pave,,AllPub,Gilbert,1Fam,2Story,6,7,1993,1994,Gd,TA,799.0,799.0,Y,1571,0.0,0.0,2,1,3,1,7,Attchd,1993.0,2.0,380.0,TA,TA,Y,,05-2009,178000.0
528166090,RL,110,15274,Pave,,AllPub,NridgHt,1Fam,1Story,9,5,2003,2003,Gd,TA,480.0,2452.0,Y,2452,2.0,0.0,2,0,3,1,10,Attchd,2003.0,3.0,886.0,TA,TA,Y,MnPrv,07-2009,445000.0
907200280,RL,38,15240,Pave,,AllPub,CollgCr,1Fam,1Story,5,8,1977,2004,Gd,Gd,140.0,1026.0,Y,1026,1.0,0.0,1,1,3,1,5,Attchd,1977.0,1.0,308.0,TA,TA,Y,MnPrv,06-2010,150000.0
527165130,RL,-1,9248,Pave,,AllPub,Gilbert,1Fam,1Story,6,6,1992,1992,TA,TA,598.0,1158.0,Y,1167,1.0,0.0,2,0,3,1,6,Attchd,1992.0,2.0,400.0,TA,TA,Y,,07-2009,173000.0
903201020,RL,-1,6615,Pave,,AllPub,BrkSide,1Fam,1Story,6,6,1923,1950,TA,TA,1022.0,1022.0,N,1432,0.0,0.0,1,0,3,1,6,BuiltIn,1923.0,1.0,216.0,Fa,TA,Y,GdWo,09-2009,149000.0
905226130,RL,91,11375,Pave,,AllPub,Sawyer,1Fam,1Story,6,5,1954,1995,TA,TA,231.0,967.0,Y,1299,0.0,0.0,1,0,3,1,6,Attchd,1954.0,2.0,494.0,TA,TA,Y,,10-2007,150000.0
534276040,RL,70,9100,Pave,,AllPub,NAmes,1Fam,1Story,6,6,1959,1959,TA,TA,252.0,864.0,Y,864,0.0,0.0,1,0,2,1,5,Detchd,2008.0,1.0,300.0,Ex,Ex,Y,,10-2009,127500.0
914478045,RL,-1,12328,Pave,,AllPub,Mitchel,1Fam,SLvl,6,5,1976,1976,TA,TA,473.0,1012.0,Y,1034,1.0,0.0,1,0,3,1,6,Attchd,1976.0,3.0,888.0,TA,TA,Y,,05-2010,169900.0
902402150,RM,60,7200,Pave,,AllPub,OldTown,1Fam,1Story,5,4,1910,2006,TA,TA,310.0,1022.0,N,1022,1.0,0.0,1,0,2,1,4,Detchd,1956.0,1.0,280.0,TA,TA,Y,,06-2009,85000.0
903226130,RM,50,6000,Pave,,AllPub,BrkSide,1Fam,1.5Fin,4,6,1936,1950,TA,TA,0.0,672.0,Y,1324,0.0,0.0,1,0,3,1,6,Detchd,1936.0,1.0,240.0,TA,TA,Y,,07-2009,128000.0
533242030,FV,60,7180,Pave,Pave,AllPub,Somerst,1Fam,1Story,8,5,2001,2002,Gd,TA,1568.0,1568.0,Y,1568,0.0,0.0,2,0,3,1,6,Attchd,2001.0,2.0,564.0,TA,TA,Y,,09-2006,221000.0
903233180,RM,52,6240,Pave,,AllPub,BrkSide,1Fam,1.5Fin,6,6,1931,1950,TA,TA,459.0,884.0,Y,1367,0.0,0.0,1,0,3,1,6,Detchd,1978.0,1.0,560.0,TA,TA,Y,,11-2007,127500.0
902206240,RM,-1,8239,Pave,,AllPub,OldTown,1Fam,1.5Fin,5,6,1920,1962,TA,TA,832.0,1008.0,Y,1245,0.0,0.0,1,0,3,1,6,Detchd,1962.0,1.0,315.0,TA,TA,Y,,03-2010,100000.0
905352180,RL,97,10029,Pave,,AllPub,ClearCr,1Fam,2Story,6,5,1988,1989,Gd,TA,320.0,1151.0,Y,2060,0.0,1.0,2,1,4,1,8,Attchd,1988.0,2.0,521.0,TA,TA,Y,,09-2007,211000.0
534431070,RL,120,17360,Pave,,AllPub,NAmes,1Fam,1.5Fin,6,6,1949,1950,TA,Gd,482.0,782.0,Y,1556,0.0,0.0,2,0,3,1,6,Attchd,1949.0,2.0,470.0,TA,TA,Y,,01-2010,172500.0
905352140,RL,-1,17082,Pave,,AllPub,ClearCr,1Fam,2Story,6,5,1978,1992,TA,TA,153.0,1117.0,Y,1981,1.0,0.0,2,1,4,1,8,Attchd,1978.0,2.0,522.0,TA,TA,Y,,05-2010,230000.0
527401130,RL,60,9000,Pave,,AllPub,NAmes,Duplex,2Story,5,5,1974,1974,TA,TA,896.0,896.0,Y,1792,0.0,0.0,2,2,4,2,8,Detchd,1982.0,2.0,480.0,TA,TA,Y,,06-2008,133000.0
916386040,RL,73,9802,Pave,,AllPub,Timber,1Fam,SLvl,5,5,2006,2007,TA,TA,352.0,352.0,Y,1442,0.0,0.0,2,1,3,1,6,BuiltIn,2007.0,2.0,400.0,TA,TA,Y,,04-2008,172500.0
535457090,RL,81,7635,Pave,,AllPub,NAmes,1Fam,1Story,5,6,1960,1960,TA,TA,237.0,1175.0,Y,1175,0.0,0.0,1,1,3,1,6,Detchd,1960.0,2.0,484.0,TA,TA,Y,,06-2010,148000.0
534276070,RL,65,10482,Pave,,AllPub,NAmes,1Fam,SLvl,6,8,1958,1958,TA,Gd,81.0,588.0,Y,1138,0.0,1.0,1,0,3,1,6,Attchd,1958.0,1.0,264.0,TA,TA,Y,MnWw,06-2007,145000.0
535151020,RL,73,8760,Pave,,AllPub,NAmes,1Fam,1Story,6,7,1957,1999,TA,TA,63.0,936.0,Y,936,1.0,0.0,1,0,2,1,4,Attchd,1957.0,1.0,315.0,TA,TA,Y,,09-2007,141000.0
531452210,RL,-1,9019,Pave,,AllPub,SawyerW,1Fam,2Story,6,5,1994,1994,TA,TA,362.0,636.0,Y,1320,0.0,0.0,2,1,3,1,6,Attchd,1994.0,2.0,472.0,TA,TA,Y,,07-2006,150000.0
908152035,RL,80,10682,Pave,,AllPub,Edwards,1Fam,1Story,4,6,1960,1971,TA,TA,615.0,1014.0,Y,1149,1.0,0.0,1,0,3,1,7,2Types,1968.0,1.0,544.0,TA,TA,Y,MnPrv,07-2009,127000.0
906223040,RL,75,9317,Pave,,AllPub,SawyerW,1Fam,2Story,7,5,1994,2001,Gd,Gd,282.0,779.0,Y,1958,1.0,0.0,2,1,3,1,7,Attchd,1994.0,2.0,499.0,TA,TA,Y,,07-2007,220000.0
916386020,RL,73,9803,Pave,,AllPub,Timber,1Fam,1Story,7,5,2009,2010,Gd,TA,1214.0,1214.0,Y,1214,0.0,0.0,2,0,2,1,6,Attchd,2010.0,2.0,520.0,TA,TA,Y,,01-2010,179781.0
907187030,RL,57,8924,Pave,,AllPub,CollgCr,1Fam,2Story,7,5,1998,1999,TA,TA,880.0,880.0,Y,1724,0.0,0.0,2,1,3,1,8,Attchd,1998.0,2.0,527.0,TA,TA,Y,,07-2008,188000.0
535426350,RL,-1,12929,Pave,,AllPub,NAmes,1Fam,1Story,6,6,1960,1993,TA,TA,384.0,1081.0,Y,1081,1.0,0.0,1,0,3,1,5,CarPort,1960.0,1.0,401.0,TA,TA,Y,,06-2008,148000.0
527127140,RL,41,4923,Pave,,AllPub,StoneBr,TwnhsE,1Story,8,5,2001,2002,Gd,TA,440.0,1593.0,Y,1593,1.0,0.0,1,1,0,1,5,Attchd,2001.0,2.0,682.0,TA,TA,Y,,08-2008,286000.0
533254130,RL,80,9600,Pave,,AllPub,Veenker,1Fam,1Story,6,8,1976,1976,TA,TA,284.0,1262.0,Y,1262,0.0,1.0,2,0,3,1,6,Attchd,1976.0,2.0,460.0,TA,TA,Y,,05-2007,181500.0
902103100,RM,68,4080,Pave,Grvl,AllPub,OldTown,1Fam,1.5Fin,6,8,1935,1998,TA,TA,901.0,901.0,Y,1378,0.0,0.0,1,0,3,1,6,Detchd,1920.0,1.0,162.0,Fa,Fa,P,,06-2009,128900.0
534128020,RL,-1,12732,Pave,,AllPub,NWAmes,1Fam,2Story,7,6,1974,1974,TA,TA,150.0,752.0,Y,2067,0.0,0.0,2,1,3,1,7,Attchd,1974.0,2.0,784.0,TA,TA,Y,,06-2009,206000.0
905202090,RL,60,9600,Pave,,AllPub,Sawyer,1Fam,1Story,4,7,1950,1995,TA,TA,625.0,1067.0,Y,1067,0.0,0.0,2,0,2,1,4,Attchd,1996.0,2.0,436.0,TA,TA,Y,,02-2010,128000.0
527366030,FV,-1,7500,Pave,,AllPub,Somerst,1Fam,2Story,8,5,2000,2001,Gd,TA,1058.0,1058.0,Y,1874,0.0,0.0,2,1,3,1,7,Attchd,2000.0,2.0,588.0,TA,TA,Y,,03-2009,220000.0
905201120,RL,-1,13284,Pave,,AllPub,Sawyer,1Fam,1Story,5,5,1954,1954,TA,TA,319.0,1383.0,Y,1383,1.0,0.0,1,0,3,1,6,Attchd,1954.0,1.0,354.0,TA,TA,Y,GdPrv,06-2008,165000.0
905451410,RL,70,10519,Pave,,AllPub,Edwards,1Fam,1Story,5,8,1955,1999,TA,TA,1057.0,1057.0,Y,1057,0.0,1.0,1,0,3,1,6,Attchd,1955.0,1.0,288.0,TA,TA,Y,,03-2006,137000.0
903425190,RM,90,33120,Pave,,AllPub,OldTown,1Fam,1.5Fin,6,5,1962,1962,TA,TA,1595.0,1595.0,Y,2486,0.0,0.0,2,0,5,1,8,Detchd,1962.0,2.0,576.0,TA,TA,Y,,10-2006,220000.0
905200490,RL,-1,10246,Pave,,AllPub,Sawyer,1Fam,SLvl,4,9,1965,2001,TA,Gd,0.0,648.0,Y,960,1.0,1.0,0,0,0,1,3,Attchd,1965.0,1.0,364.0,TA,TA,Y,,05-2006,145000.0
902427045,RM,70,12702,Pave,,AllPub,OldTown,1Fam,1Story,5,5,1956,1956,TA,TA,0.0,0.0,Y,882,0.0,0.0,1,0,2,1,4,Detchd,1956.0,1.0,308.0,TA,TA,Y,,12-2008,97000.0
916382110,RL,79,14463,Pave,,AllPub,Timber,1Fam,1Story,9,5,2008,2008,Ex,TA,526.0,1641.0,Y,1641,1.0,0.0,2,0,3,1,7,Attchd,2008.0,3.0,885.0,TA,TA,Y,,01-2009,316500.0
906392090,RL,90,13377,Pave,,AllPub,CollgCr,1Fam,1Story,6,5,2006,2006,Gd,TA,260.0,1836.0,Y,1846,1.0,0.0,2,0,3,1,7,Attchd,2006.0,2.0,495.0,TA,TA,Y,,07-2006,233555.0
